stemming,genre
david usaha sukses khianat artis model zevana anggap calon istri ideal alih perhati cari cewek suci jalan hidup munafik,Komedi
3 sahabat hadap cinta segitiga annissa tantang pilih bawa kali belanda dasar syarat,Drama
gadis balerina sengaja pianis jatuh tangga sang pianis minta tanggung bantu pulih sepenuh,Komedi
richard brown veteran perang vietnam gantung tinggal indonesia temu orang orang serbu rumah bunuh anak bobby raya ulang tahun 8 perkosa bunuh istri florinda balas balas dendam lacak jahat ajar proses kerja saing nama hawk titik tangkap siksa selamat julia sekretaris pribadi hawk usaha balas dendam majikan sebab mati adik brown temu hadap hawk kompleks benteng milik hawk,Laga
kelompok gadis anak laki laki sahabat sekolah tengah jadi tragis pisah 23 salah baring sekarat rumah sakit harap sahabat kali,Komedi
ones ringgo agus rahman sopir taksi jakarta nasib pas pas ones patah semangat jaga engkong hengky solaiman umur 100 cita cita mati cepat semangat ones bahagia engkong ones beli engkong kursi pijat hutang bos rambo boneng tunggak bayar bos rambo ancam tarik taksi tanah air arab ningsih wiwid gunawan sewa taksi ones antar pulang kampung indramayu iming iming uang giur ones tuju jalan ones bayar makan jajan ningsih alas ningsih tukar dolar jalan taksi hancur gendong ningsih rumah rumah ningsih ones aku calon suami menit janji tambah uang dengar ningsih milik calon suami laki laki kampung naksir ningsih cecep vincent rompies langsung kalap buru buru lamar ningsih orang tua ningsih tes layak patut ones cecep gambar ningsih bongkar hubung ningsih ones cecep,Komedi
ibrahim guru muda teguh temu janggal janggal hidup kampung tinggal hati benar musafir tua kelana desa desa tambah ilmu ajar hidup masyarakat layang layang putus sulaeman guru agama sepuh kampung hidup pengaruh bejat moral harun orang kaya kampung hidup judi buat homoseksual ajar agama sulaeman keras konservatif beda dekat ibrahim hadap guru tua sisi ibrahim hadap arsad pemuda berandal suka hadir ibrahim pergok arsad perkosa halimah gadis desa anggap jiwa sakit hadap istri harun jam jatuh cinta fitnah ibrahim titi rambut belah tujuh ibrahim hasil buka sadar hidup kampung arsad pergok duduk usaha perkosa gadis duduk marah ibrahim kena fitnah istri harun tuduh perkosa kerumun duduk hukum muncul sang musafir tua duduk salah film baik sutradara chaerul umam,Romantis
anak laki laki nama miko pergi tonton acara stand comedy restoran lepas stres acara lawa benci langgan restoran bawa kotak isi barang barang sayang,Komedi
sahabat karib milik alas beda jomblo muncul milik kasih sahabat indah ubah saing milik konflik pasang,Komedi
brama kumbara hilang ayah ibu tolong senopati aragani ajar ilmu kanuragan jalan temu anak bengal suka maling aragani didik anak ambil jadi murid jahat,Laga
ayah fatma tewas tembak portugis fatma fatma temu jaka swara anak haji abdullah anak akrab abdullah buah kalung kalung fatma kalung bintang jaka abdullah libat bentrok kelompok lawan portugis pimpin portugis marah anak buah kalah abdullah esok hari abdullah serang orang orang portugis abdullah istri tewas tembak john da costa fatma bawa kelompok jajah jaka jauh rumah bakar fatma jadi tari jaipong markas portugis jaka tempa ilmu bela garuda putih guru dewasa jaka perintah guru embara tegak amar ruf nahi munkar jalan jaka cewek kereta kendali kuda jaka lari tolong cewek fatma temu kelompok john da costa jaka hasil bunuh john lari tembak kaki portugis temu jaka umpan fatma jaka sembunyi jaka suruh paksa tega rekan siksa mandor jaka pukul mandor buat jaka simon anak john simon tantang jaka tarung lawan jago jago silat minggu jaka masuk penjara makan tarung orang lolos saring tarung jaka salah serta penjara tarung tenaga hasil lepas tangan belenggu langsung lari arena tarung jaka menang suasana kacau simon hendak bakuhantam simon cs rakyat tarung lawan jaka hasil kalah simon menang sambut gegap gempita rakyat jajah,Laga
kisah cinta remaja roy yen kawan kelas kasih kasihan pendam rindu kisah kasih nikah muncul orang tiga sekretaris cantik cerita kembang kelici suami setia istri rumah seling segar duga tampil main cowok bombom susy bolle dorman borisman,Romantis
rhoma irama musafir unjung masjid masjid lombok rangka silahturahmi syiar ukhuwah islamiyah urus masjid sana gabung forum fahmi tamam bantu sahabat fahru rhoma temu nal muka agama lombok sengaja rhoma temu janda sohiba milik putri saimah masjid incar towi usaha niat ubah masjid rumah sohiba tesebut judi besar lombok towi hasil manipulasi ridho anak rhoma rhoma tentang towi mula anak halang usaha rebut masjid tanah sohiba incar towi ridho tentang ayahanda campur cinta putri tunggal towi rela masjid alih fungsi judi rhoma terima tantang duel towi tentu hak masjid rumah sohiba anak buah towi intimidasi sohiba putri rampas lembar sajadah gambar ka bah tenun sohibah,Laga
detektif polisi alam rekan temu rangkai bunuh bunuh beranta percaya turun yudas,Horor
saras estelle linden anak indigo makhluk kasat mata saras datang roh halus nama dinda frisly balqis tolong,Horor
abi fachri albar masuk penjara khianat rekan bisnis reza arifin putra keluar penjara kumpul korban korban reza rencana tuntut balas cokro lukman sardi ahli mekanika analog jo richard kyle tantang maut ferry cornelio sunny ahli digital sophie melayu nicole per wanita aksi nicole imelda therrine reza jalan usaha trimitra milik nicole abi caplok bisnis wajar reza bangun gedung milik tingkat aman abi milik kecuali ciri khas pikir abi dkk usaha curi lemah reza dongle akses rahasia reza dongle ungkap busuk reza buat tangkap aparat ambil alih aset rups orang letak bentuk dongle usaha usaha abi rekan rekan alami jalan buntu tunjuk dongle reza abi dkk usaha tingkat aman gedung,Laga
mamet turut minta milly henti bank besar anak anak pabrik milik mertua temu alexandra ajak koki restoran impi kuliah,Komedi
kisah juang juang kalah cita cita sederhana wujud 12 menit marching band bontang,Drama
kisah siswa indonesia eropa adaptasi temu rekan bawa rahasia rahasia islam benua eropa,Romantis
monster hutan suci serang kelompok orang rusak sembah,Horor
minangkabau sumatera barat yuda praktisi silat harimau terampil siap rantau ritus lestari usia abad pemuda pemuda komunitas pandang tinggal nyaman desa tani indah nama kota jakarta ramai rangkai contoh tinggal yuda tunawisma depan sempat temu hasil bela astri yatim korban baru cincin dagang manusia eropa pimpin psikotik ratger tangan tunjuk lars ratger luka l e cari barang dagang retribusi darah kenal yuda kota ramai baptis api paksa pergi ungsi astri adit adik mucikari gangster ami malam buru jalan kejar langkah lari jangkau yuda pilih hadap serang adrenalin hasil kejut,Laga
akibat himpitan ekonomi dera keluarga sahabat kanya dinda zizi jerumus hidup lacur muram bayang,Drama
get m4rried cerita mae nirina zubir rendy nino fernandez raya ulang ana jasa event organizer milik eman aming debut pertama hasil pasang suami istri aju biaya tambah raya ulang mae sehabat sahabat kabar kejut sophie tatjana saphira umum meni pria korea nama kim bum park math wang kie pria kenal 3 minggu libur korea kim bum park bahasa indonesia dengar mama rendy ira wibowo dukung sophie kim anak konglomerat maklum mama rendy kali meni pangeran malaysia usia 18 benny ringgo agus rahman titi karir ustad dukung nikah sophie nikah sophie gadis meni siri beda pasang suami istri mardi jaja miharja merriam bellina tuduh sophie hamil nikah mae akur sophie coba dekat sophie ubah pikir mae cinta monyet mudah hilang guntoro desta eman aming benny bantu alih perhati sophie pria pria tiga cari cowok cowok rebut hati sopie senjata makan tuan dekat sophie teman teman sophie sukses selagi muda mae minder buang muda ubah haluan nyambung gaul geng sophie suami sahabat sahabat rendy kesal cacing panas curiga salah teman sophie naksir mae usaha guntoro eman benny hasil hasil temu pria sophie nama jali ricky harun anak betawi latih pria ideal sesuai kriteria sophie,Laga
remaja muda rasus srintil jatuh cinta eksistensi miskin desa dukuh paruk miskin 1960 srintil rangsang gera tar milik sihir lansia percaya srintil takdir ronggeng tari utama milik desa rasus rampas cinta srintil keputusasaannya tinggal desa gabung pasu tentara iring jalan rasus pecah serah negara kejar cinta srintil kudeta politik pisah gairah abadi tahan tragedi,Romantis
istri bo ong cerita arya alami dilema lepas minta orang tua raya nikah orang tua magelang orang tua arya arya calon bawa istri arya milik kasih jalin hubung wanita nama amara,Drama
kisah bekas balas dendam balas dendam kawan kawan tipu masuk penjara belas penjara hilang dendam bekas kawan kawan babat polisi turun tangan henti,Laga
teliti buku bawa bal endokrinologi sihir hitam le k cathy temu sihir jahat janji latih seni gelap tipu cathy ubah tanggal vampir terbang organ organ gantung serah orang suci tegak perang kuat jahat,Horor
randy hardy hartono alexa masayu anastasia meni selamat tinggal beban undang teman baik libur pantai surga billy gabriel tabalujan kinar lolita putri rosa adelia rasya senang gabung gembira bagi jalan mobil randy pantai selatan jawa barat datang tiga habis keliling malam jemur cebur laut bicara tari larut jalan malam hotel mobil mogok jalan jarak hotel pencil transportasi ponsel koneksi pilih kecuali tinggal bungalo jompo pantai temu mayat busuk rumah malam buruk adegan sedih alexa adik laki laki rumah,Horor
ujung main pukul cambuk tradisi desa jawa timur cambuk alat ancam suro rendra karno kuasa desa tinggal ayah mati tarung ujung kas bambang irawan anjur ibu tani usaha kas subur tanah anggap tantang suro kas hasil duduk desa hasil kincir alir udara tanah tandus muncul marni aminah cendrakasih cinta cinta kas tuju ayah suro marni jodoh karnen sukarno noor anak buah suro siksa karnan baru kas ajar ujung utama bikin suro berang pergi marni rumah kas culik pendekar bebas marni pulang kas tantang duel suro menang kas suro bujuk marni serah mati desa damai tan,Laga
abdul man fedi nuril arkeolog muda yogya datang wartawan inggris gerry johnson jono armstrong makna baris kalimat lontar abad 14 kalimat kalimat penggal catat patih majapahit gajah mada tio pakusadewo ada ratu adil anggap mitos belaka tarik artefak sebut nyebut pulau buton tanah lahir orang tua abdul man tari man tambah teori cetus usaha kudeta hayam wuruk raja majapahit lontar bawa gerry buka rahasia gajah mada lontar kunci buka rahasia pulau buton,Laga
jalan siswa film dokumenter pendek sekolah hormat kenang sekolah tengah,Komedi
rhoma irama musafir unjung masjid masjid lombok rangka silahturahmi syiar ukhuwah islamiyah urus masjid sana gabung forum fahmi tamam bantu sahabat fahru rhoma temu nal muka agama lombok sengaja rhoma temu janda sohiba milik putri saimah masjid incar towi usaha niat ubah masjid rumah sohiba tesebut judi besar lombok towi hasil manipulasi ridho anak rhoma rhoma tentang towi mula anak halang usaha rebut masjid tanah sohiba incar towi ridho tentang ayahanda campur cinta putri tunggal towi rela perhati masjid alih fungsi judi rhoma terima tantang duel towi tentu hak masjid rumah sohiba anak buah towi intimidasi sohiba putri rampas lembar sajadah gambar ka bah tenun sohibah,Laga
pensiun hitman paksa selesai misi akhir jatuh cinta saudara perempuan target pilih cinta logika,Laga
kelompok remaja sma usia 18 jakarta libur semarang gelar pesta izin diska cantik perintah hati naya cantik seksi cika cantik badung dinda takut yugo tampan sok ganteng armen sok siap percaya takhayul onil kurus kutu buku takut biasa buruk takut ngompol habis senang senang buah diskotik semarang pulang rumah nenek naya mobil teriak teriak tertawa tawa mabuk armen diska henti buang air jalan henti gedung lawang sewu yugo onil naya turun mobil buang air pria canda lomba lomba kencing kencing pagar gedung lawang sewu air kencing masuk area lawang sewu naya mabuk tertawa tawa laku armen yugo onil cika buang air cari buang air minum cika masuk area lawang sewu laku area gedung armen yugo onil naya dinda diska tunggu cika gedung sekian tunggu cika muncul masuk gedung lawang sewu cari cika gelap gedung lawang sewu usaha cari cari cika hasil temu ulah kencing sembarang hantu tunggu lawang sewu usik sosok kuntilanak simpan dendam dalam teror teror hantu huni lawang sewu muncul muncul hantu noni van ellen turun belanda dinda kali hantu noni van ellen langsung surup amuk caci maki teman teman bahasa belanda usaha sadar dinda sadar dinda aku malu menstruasi diska langsung marah dinda diska pesan dinda masuk gedung lawang sewu menstruasi celana noni van ellen muncul huni lawang sewu tampak hadap sosok hantu wanita kaki belenggu bola besi kuntilanak teror utama tunjuk nenek naya lawang sewu ritual panggil arwah kuntilanak nenek naya sesal langgar celana malapetaka timpa sampa lawang sewu hun pindah alas roban alas roban ritual panggil arwah naas nenek naya korban kuntilanak teror korban jatuh ada temu alias hilang jejak genting armen nyata diska kejut kecewa kuntilanak arwah teman nama ratih simpan balas dendam armen naya cika dinda onil yugo cerita ratih hamil pertanggungjawaban armen armen kelit malu teman teman pacar ratih cupu naya cika yugo onil dinda rencana malu ratih bagi foto telanjang ratih ratih pukul jadi diska coba hibur ratih halang halang naya cika takut ratih bongkar ratih kota semarang sang ayah aib timpa ratih usir ratih putus asa putus hidup lompat sumur lawang sewu diska benar cari tutup sumur ratih bunuh arwah ratih gentayang ganggu tutup sumur arwah ratih coba bunuh yugo gagal diska tutup habis sumur diska yugo pulang rumah,Horor
ular aneh iwan yoseph hungan milik kulit ditangkapdiketahui ular jelma arwah parta muhammad yusuf bunuh duduk ganggu eka putri salbiah gadis desa genit balas dendam arwah parta iwan media bunuh misterius gelisah masyarakat desa ulama pitraja burnama parta buruk rupa eka hina tapa bantu ratu ular syarat kawin parta hasil pacar eka bunuh mira nia karinaistri iwan saran ikutingin ungkap misteri ayah mira suparja rachmat hidayat sakit keras sembuh dukun mbah rejo joes terpase janji temu manusia ular resah gagah mira iwan cepat gagal usaha rejo duduk asal rejo alih suparja ular amuk lawan duduk desa supardja rumah kritis ajengan dukun alir putih hasil kalah parta bebas iwan belenggu parta kubur,Horor
niko indra birowo imen ytonk paksa maling kubur dada tebus waris ayah profesi maling kubur usaha maling kubur mudah hasil peta lokasi kubur ubah bangun asrama suster putri,Komedi
cinta fitri salah sinetron bangga tayang stasiun televisi sctv pindah indosiar alur cerita padat tarik kadang kadang duga lanjut kunci sukses cinta fitri tahan musim 7 tayang 4 2007 2011 cinta fitri season ramadhan selesai tayang orang kritik jalan cerita cinta fitri jalan cerita season season 1 nyata cinta fitri season 5 puji kejap duduk rating tinggi 2 tanda cinta fitri gari masyarkat indonesia fitri gadis desa lugu norak ceria hati prasangka orang asal desa wonogiri hidup bibi orang tua kandung tinggal dunia jelang nikah firman fitri jakarta temu rumah tangga calon suami alangkah syok jakarta nikah temu makam firman makam fitri malu hati tumpang rumah calon suami almarhum pura pura pulang kampung sungguh fitri tinggal jakarta raih impi bibi kecewa sayang terminal bus dompet curi uang habis fitri coba warung nasi soto milik maya anak rumah tangga hutama kaya raya usir keluarga meni bram lelaki miskin oportunis moza anak almarhum sahabat hutama moza jodoh istri farrel kelak cinta farrel kubur pacar mischa pergi tinggal studi negeri hubung farrel fitri moza hadir ganggu farrel peduli hutama ancam pilih fitri waris usaha farrel hasil atas moza runyam datang mantan pacar mischa hati farrel ragu cinta bukti kuat farrel fitri pasang iri fitri jatuh jembatan wongiri farrel rumah tangga panik bulik rini kalut untung fitri selamat temu orang orang kampung acara pernihakan langsung bahagia tinggal konflik mertua menantu otomatis muncul fitri lia libat konflik akibat oma panas manasi lia konflik aldo kayla kalah panas aldo anggap sibuk urus orangtuanya norman hidup rumah tangga maya bram temu jalan putus kantor usaha properti milik emil bumerang pasal maya bram rahasia status suami istri emil naksir maya kisah moza vino partner kerja retro belagu moza sebal vino alas sikap sinis wanita lahir gara gara lalu buruk asmara kerap ribut duga vino jadi moza nasib beda moza jodoh aldo norman yuga tinggal dua rumah kontra yuga bahagia temu nabila guru sekolah saat fitri positif hamil farrel jeblos penjara tuduh bunuh bram hutama lia kalut kecuali maya tuntut farrel bebas mischa panas maya ambil waris hutama alas alif provokasi hasil maya kuasa harta ayah hutama lia oma tenang pindah rumah kontra milik fitri farrel temu bahagia duga kayla koma donor sum sum finza had ubah sengit aldo moza meni perang dingin elak fitri kaget saksi sosok bram anggap fitri halusinasi hilang bram giring mischa temu partner gempur bahagia fitri farrel faiz aku putra kandung hutama sungguh farrel rumah tangga hutama pukul juang putra nanti nanti farrel fitri lahir selamat farrel bu lia nama anak alas bu lia cinta hormat haru bu lia nama bayi raffa emeraldi hutama bu lia farrel amanat hutama tinggal jaga rumah tangga retro apa farrel fitri kuasa tolak mischa faiz kejut pulang farrel fitri oma rumah bu lia farrel retro bram remeh mischa faiz hasil temu master cctv hutama tinggal dunia retro bram shock bunuh mischa faiz bram oportunis bongkar kedok mischa faiz peras untung aldo hilang moza culik tristan libur villa jalan aldo hasil temu moza moza isteri tristan usaha farrel fitri bongkar kedok mischa faiz mischa faiz biar farrel fitri raffa hidup bahagia aldo moza hubung maya bram lia jebak runtuh hotel gempa hebat landa yogyakarta jadi naas tepat bongkar rahasia faiz anak kandung lia luka parah hidup mati mischa faiz takut manfaat situasi kacau lari farrel gelisah lia selesai bicara tutup telepon seberang asa nyaman sergap hati farrel kabar yogyakarta landa gempa farrel cemas panik ibu hubung cepat kilat putus berangkat yogyakarta firasat lia bahaya butuh tolong oma syok bawa rumah sakit dengar kabar yogyakarta landa gempa lia jebak bencana nasional rumah tangga menang doa selamat lia oma mischa usaha cari lia harap lia tinggal faiz paksa kabur mischa bersikukuh tinggal yogyakarta lia tinggal farrel yogyakarta susah payah temu jenazah lia faiz jenazah farrel jenazah lia faiz buru buru memberitahu mischa mischa girang main tuju pulang jakarta mischa faiz salah jenazah lia allah maha lia hidup tahan puing puing hotel farrel hasil selamat lia faiz mischa sadar keliru kejut saksi farrel hasil bawa lia pulang kondisi sadar sampa jakarta kondisi lia turun ubah koma nyata mischa bohong faiz mischa diam usaha habis lia rumah sakit usaha mischa hasil lia sadar koma mischa takut coba kabur tangkap amarah farrel ledak dengar cerita lia mischa faiz tangkap polisi sidang mischa faiz dakwa tipu coba bunuh bunuh rencana mischa sengaja tusuk fitri bawa rumah sakit ambulans farrel kejar handoko hasil kabur mischa kondisi kritis fitri tunggu mischa oma lia rumah duga handoko sandera raffa niat habis lia oma bulik konfrontasi langsung handoko untung lia abar kondisi farrel farrel polisi kepung handoko handoko kabur farrel hasil kejar handoko aku buat peleset jatuh tinggal mischa baik sadar terima kasih buka konfrontasi fitri rumah tangga hutama usaha bawa farrel rumah lingkung rumah tangga hutama rumah tangga langsung kesal lia stress jatuh sakit kondisi tegang mischa hasil kuasa farrel sehat lia buruk lia tinggal dunia kali kondisi hamil kondisi rumah tangga hutama hilang lia pecah belah maya janji nikah hartawan cerai rasa cinta bram kayla sakit parah guna aldo bantu farrel fitri kondisi ancam sehat putri aliza cerai mozza nikah angel oma tiada duka rumah tangga hutama mischa dendam rumah tangga hutama muncul cacat wajah bakar paruh celaka lampias marah fitri farrel mischa rencana culik raffa keluarga hutama satu farrel pulih lumpuh khawatir mischa hasil masuk rumah rumah tangga hutama fitri ambil risiko tuju usul lia hutama bawa sembunyi raffa rumah rencana sembunyi raffa hitung mischa diam diam awas rumah tangga hutama rencana cium mischa rumah tangga hutama hubung polisi lindung rumah tangga hutama kejar mischa mischa licin hindar kejar polisi diam diam ikut fitri fitri lengah mischa hasil rebut raffa peluk fitri mischa bawa pergi raffa kayla desak had nikah rita kondisi buruk abel berat kondisi kayla tuju nikah had rita ajaib rita meni had kondisi sehat kayla angsur angsur sembuh aldo usaha baik hasil melampuai usaha otomatis rumah tangga aldo gelimang harta ubah mozza mozza gengsi didik aliza manja aliza farrel rebut raffa cengkeram mischa kayla hadap rita madu sehat tanggap rumah tangga iman saksi ubah sikap mozza,Romantis
konser rock ada kota solo,Drama
bandung landa takut pemuda tinggal keluarga gabung baracas baracas lelaki kecewa wanita bentuk agus ringgo agus rahman,Komedi
kasinem ungsi singapura capai hidup putus restu sepenuh sang,Komedi
film cerita kisah ajar sma nama lala putri marino yudhis adipati dolken lala atlet loncat indah hidup gera loncat indah hidup jungkir sebab gambar hidup jungkir gera kolam renang keluarga cinta pertama terhadapa yudhis yudhis ajar sekolah lala mikat hati lala sma lala tarik giat rutinitas hidup perhati biru air kolam renang dinding kusam sekolah lala yudhis sigap hadir pelangi janji lala janji pelan pelan lala yudhis terima hadap kisah masuk gelap cinta yudhis sederhana lindung jalan rumit bahaya janji ucap setia jebak,Komedi
nira mawar de jongh raka rayn wijaya leo karel susanteo maya shenina cinnamon sisi annette edoarda film horor tugas kuliah berangkat pabrik gula konon kenal marah kejut muncul alya adik angkat nira autis diam diam mobil paksa alya ikut pabrik gula suara suara aneh tampak hantu intimidasi hantu ancam coba pabrik gula kuak misteri 20 pabrik milik suryo nurmala nurmala tinggal bunuh suryo nurmala kandung nira,Horor
anak laki laki usia sebelas temu makna silek seni bela temu pensiun guru universitas usia 60 mantan prajurit silek tekad seteru saing,Drama
umur kisah sahabat jalin sahabat jenjang putih abu abu tiga aya ares brenda usia tiga 15 usia belia orang larang orang tua jarang gubris,Horor
oppie laura remaja tolak karakter hidup oppie alyssa soebandono gadis pintar sederhana kerja keras yatim piatu tinggal kakak rangga irwansyah rumah tampung anak anak yatim piatu anak anak telantar laura cinta laura kiehl gadis cantik manja liar kaya gaul sombong fasilitas eksistensi mewah papa ronald ferry salim konglomerat laura tumbuh gadis suka hura hura bagi eksistensi mudah senang apa tinggal gesek kartu beres laura oppie sekolah sekolah smu bentara budaya salah smu kenal jakarta mana laura duduk peringkat populer gadis kaya suka pesta mana laura teman gang nya renne izalna balqis jessie masayu clara oppie popular pintar mana sekolah beasiswa jujur laura sudi saing populer oppie panggil sebut oppie abu laura hina olok olok oppie oppie cuek bebek turut laura gadis sombong bodoh dua musuh laura oppie usaha ayah cleaning service paruh ayah banding laura oppie mandiri pintar kelompok laura benci oppie tristan bobby joseph cowok populer sekolah kali bela oppie ronald sadar boros keliar laura kendali ronald tahap cabut fasilitas laura terima laura sadar tingkah laura paksa ikut atur ronald terima oppie guru les musuh laura oppie bara laura hina oppie senjata jatuh laura laura ngerjain oppie rumah les sial laura ayah pergok tindak ronald marah usir laura rumah laura anggap ayah tega tindak ayah laura taruh harap ayah kasihan dengan putus ronald final tawar tawar laura turut baik laura laura pulang rumah ubah kesal sedih laura paksa beres barang barang pergi rumah mana laura juang urus hidup tahu laura ronald utus anak buah pantau laura 24jam lapor ronald juang berat oppie alami juang rumah gusur tuk bangun mal oppie pikir anak anak jalan rangga tampung mana uang cari tinggal laura rangga jatuh cinta oppie jauh tristan sayang biarpun oppie sayang tristan ibubapa laura tristan jodoh rana menpersetujui hubung laura tristan suka orang level taraf iaitu rangga oppie rangga oppie terima harta arwah orang tua kaya rangga oppie adik adik pindah rumah harta laura rangga muka pacar orang tua tristan benar oppie tristan harta jiga oppie rangga diberitahu bahawa adik adik kandung rana oppie ambil anak angkat rangga umur 7 oppie dari bahawa suka kakak iaitu rangga dar asa tristan hilang bahagia laura rangga hancur oppie larang rangga pacar laura oppie cinta kakak orang rebut rangga dari laura tristan sadar tristan ambil putus lupa oppie laura rangga pisah gara gara oppie tristan laura ambil putus pura pura pacar rangga oppie cemburu oppie langsung cemburu rangga putus lupa laura cinta pura pura pacar tristan jatuh hati laura laura sadar suka tristan,Laga
laki laki muda bangun rantai kursi logam ruang cat warna merah jambu muak rang blok lampu neon silau belah kanan pisau silet gantung tali depan pensil warna merah muda tajam mata perut kiri kala gadis muda cantik kena gaun musim panas motif bunga pasuk ruang tindak kejam anggap siksa masuk akal laku tahan,Laga
tolak cewek cinta cowok sakit hati dukun balas dendam duduk desa infeksi rabies lintah,Horor
litius maximus itlay tembi benyamin lagowan martha madonna marrey sahabat tinggal wamena papua milik impi sekolah impi bawa wamena sekolah gratis sahabat impi uji gaya hidup permisif wabah aids landa remaja papua jalan hidup bawa arah beda papua jakarta temu musisi nicholas saputra litius cari sahabat hilang,Romantis
anggun devi ivonne dalam ilmu hitam lampias nafsu setan cari korban gadis gadis cantik saji ayu hazni zulaikah h selamat dunia hitam korban untung hadir iman harry capri sosok gaib manusia bantu ayu anggun mati ledak langit,Horor
pesawat terbang jatuh pulau gadis pencil selamat jelita usia balita ayah pisah pulau hidup kelompok suku asing bas tarik paralog antropologi selidik lidi pimpin prof seno alami gagal selidik pimpin haidar damping buru tua lidi gagal ancam kelompok buru harta karun bunuh prof seno jelita dewasa lydia kandou perawan rimba hasil selamat ekpedisi haidar serang suku asing peristiwa temu jelita buru tua ayah tinggal luka,Laga
sam 10th si anak pantai rote ntt serta ibu uci jalan dara dua rencana jalan jakarta tuju banyuwangi temu surfer idola sam pantai g land hari ekspedisi sam happy 12th beda sam ulah kumpul keluarga jakarta hadap orang happy omel sam happy kirana happy jalan sam uci harap kenal harga sahabat beda jalan darat mobil penuh tantang sesuai rencana situasi duga muncul karakter unik lucu temu jalan,Komedi
cerita cewek muda nama siska raihaanuun hati hancur dingin pahit leo vino g bastian mahasiswa dokter tempat taruh teman teman menang hati siska siska jatuh cinta leo temu benar leo main situ jantung siska pecah kali rumit helmy winky wiryawan muncul hidup siska helmy cowok miskin ajar negeri aneh siska ayah selingkuh saudara perempuan helmy helmy pikir siska meni dengan lindung ibu benar selingkuh suami siska tuju nikah helmy helmy resmi nikah siska layan cewek kaya uang siska helmy hancur usaha ayah siska putus lawan tinggal helmy putra tinggal,Romantis
kadarwati gadis manis duduk jepang giur janji muluk beasiswa sekolah dokter singapura singapura masuk asrama didik babu nippon tipu buat muas serdadu nippon sepi jabat kebun jepang malaya harada kasihan nasib kadarwati sadar jatuh cinta serang juang merdeka malaya harada pilih harakiri nasib kadarwati wanita hibur prajurit jepang,Romantis
dialog sulih juluk melintir plot gulat wanita eva arnaz leily sagita jatuh sindikat asia,Laga
komedi romantis amira guru bahasa inggris juki pria betawi marah suchin gadis thailand pacar juki amira guru bahasa inggris juki bangun kerja amerika juki komunikasi ikonik amira pesan suchin juki tahan paksa amira ajar bahasa inggris ikut suchin takut juki amira ajar pribadi pria taufan dekat amira,Komedi
mitos mitos gunung bawakaraeng kelompok daki penasaran bukti benar daki jakarta nama jey jey daki makassar antar gunung bawakaraeng daki makassar sanggup jey keluar 15 juta daki teman jalan awal kampung lembanna penuh tantang mental fisik uji nyali penting angker gunung bawakaraeng,Horor
juara tahan balap liar jalan indonesia bentuk street society milik mobil super musuh bebuyutan waris sindikat kriminal surabaya desak tanding ulang kalah malu,Laga
malam lembut melankolis alami mata wanita juang temu hutan jakarta ubah,Drama
band kotak gawang orang personil cella tantri chua pilih salah band usung musik rock blantika musik indonesia hasil masuk ajang gengsi panggung musik rock jakarta distortion wave tentu karier musik kotak band latih intensif pilih band kotak bahan protes rebel youth band saing kotak motor rotor ganindra bimo rotor kawan kawan hambat kotak kiprah jakarta distortion wave apadaya hasil seleksi juri mutlak sportif laku rebel youth sulut teman cella cinta motor terima rotor personil rotor kawan kawan serang kotak kotak pantang serah ulet latih susun strategi kerja baik simpat muncul masyarakat kuat salah media daulat tantri salah musisi cewek konsisten alir musik rock gayung sambut nasib pihak produk sponsor kotak konser hubung aldi denny sumargo dukung giat kotak tiga orang tim setia kotak akew sabrino usbros reynold hamzah mono erick estrada saksi ganjil cella tantri chua diam diam milik problematika cinta rumit selesai cella patah hati hubung cinta nadira alfie restu orang tua pasang tantri alami buntu cinta komunikasi lancar robin vino g bastian chua kesal mas bagus dicky otoy fans fanatik kotak agresif dekat,Romantis
5 sahabat temu peti misterius danau mimpi teror hantu,Horor
bandung landa takut pemuda tinggal keluarga gabung baracas baracas lelaki kecewa perempuan bentuk agus ringgo agus rahman,Komedi
syurkiani zaskia gotik penasaran larang nenek lela minat atmanagara ajar jaipong diam diam shurkiani nyi imas dewi gita mantan tari jaipong ajar tari nyi imas syurkiani pukul kendang misteri ketu syarat syurkiani pukul kendang kali jadi nenek syurkiani tinggal serang makhluk gaib syurkiani sasar makhluk gaib panggil arwah pukul kendang kali syukriani pacar shakti shakti arora usaha lepas seranganmakhluk gaib syurkiani makhluk gaib hubung mati nenek jadi syurkiani temu ibu tahu,Horor
sora zoraya perucha suami bajing sony sys ns banting tulang hidup keluarga ajar renang peragawati sony kerja berkat kenal ayah sora zaman revolusi sora henti giat tekad rumah tangga putus agen had cok simbara sahabat sony marah rugi buat jebak sony masuk perangkap,Drama
pria muda bangun rantai kursi logam ruang cat warna merah jambu muak rang blok lampu neon silau belah kanan pisau silet gantung tali depan pensil warna merah muda tajam mata perut kiri kala wanita muda cantik kena gaun musim panas motif bunga pasuk ruang tindak kejam anggap siksa masuk akal laku tahan,Laga
